unit	doc_id	source	page	signals	snippet
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	14	2	![](_page_13_Picture_12.jpeg)  characteristics to ensure survival, thus transforming into new species. Animals
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	15	6	while the the slowest insect wingbeat – of Swallowtail butterfly – is  $\approx 5$  beats/sec. (Our understand
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	17	2	![](_page_16_Figure_8.jpeg)  separated from other local minima). If  $M_1 \models M_2$  is a pair of so bound
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	18	3	![](_page_17_Picture_10.jpeg)  guanine (G), cytosine (C) and thymine (T) of  $15 \pm 1$  atoms each.)  Another
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	19	6	Alternatively, one can think in terms of the full configuration space  $\mathcal{M}$  of molecules  $M$ , wher
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	21	2	are considered fundamental objects in the modern group theory. (See [68] for an overview of symmetries in natu
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	23	2	![](_page_22_Picture_12.jpeg)  Now listen to Howard Walter Florey, whose titanic efforts to extract, purify, t
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	25	4	system receives, even if you know a bit more of Fourier transform and of the anatomy of the inner ear than Kan
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	27	6	by W. Labov and by S. Phillips, see p. 299 in [64]. (The unhappy supposition is that this applies to learning 
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	30	2	![](_page_29_Picture_9.jpeg)  <http://www.deafblind.com/myhands.html>  ## 1.6 Interesting, Amusing, Amazing, F
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	31	2	and beauty in symmetric patterns are generated by similar ergo-recognitions mechanisms.  and beauty in symmetr
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	32	2	But not every mathematician can penetrate the depth of the following *Ramanujan mysterious formula for  $\pi =
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	33	2	![](_page_32_Picture_17.jpeg)  programmed. This may allow rare fluctuations of some average “connectedness num
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	34	5	human breeders, allowed *random* mating of their livestock.  This infuriated "classical Darwinists". Those in
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	35	3	The *ego-processes* which create the egoworld and performed, controlled and recorded by the egomind, center ar
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	36	7	the wall” – the trace of this breaking process.  And when the subject crosses the wall and enters the internal
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	38	4	## A random sequence, e.g.  is also boring, although a trifle less so than the constant one: you can not learn
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	40	10	auditory system records these "PA PA BA BA" with an *amazing* correlation between the sounds and the somatosen
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	41	4	The input of the visual system amounts, roughly, to the set of samples of a distribution of something like a p
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	43	6	mation content” of these signals and with *correlations* and/or *redundancies* in flows of the signals.  3. Th
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	44	5	![](_page_43_Picture_10.jpeg)  The reader may be surprised by our non-mentioning of “axioms for logical deduct
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	46	2	![](_page_45_Picture_8.jpeg)  ![](_page_45_Figure_9.jpeg)  These correspond to shifting the origin from one po
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	47	9	These transformations apply to the half plane represented by the  $(t, u)$ -coordinates, where  $(a, b)$  appl
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	51	2	![](_page_50_Picture_8.jpeg)  equations, such as  $x^2 - 2x + 3 = 0$  for instance, are intrinsically symmetri
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	52	2	![](_page_51_Picture_12.jpeg)  The *Galois theory* classifies "algebraic moves" of two or more "abstract repre
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	53	9	there is no apparent symmetry in sentences of a language. However, there are various classes of transformation
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	54	2	as a group of certain permutations of these numbers, where, observe the total number of the permutations equal
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	55	2	change under permutations of the variables. One can say that non-symmetric relations between roots break their
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	59	5	- – How could you guess? – asked the man in surprise. - – First give me back my dog, and then I’ll explain it
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	60	2	![](_page_59_Diagram_16.jpeg)  flow of speech, or distinct "objects" in a visual field. Next, one has to decid
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	61	2	It was accepted that the dimensions 2 and 3 were special but it was believed that the high dimensional (surger
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	62	3	tween "corresponding patterns". This is another kind of a structured equality,  $Im_1 =_{eye} Im_2$ .  *Deja V
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	63	3	Alternatively, given a set  $S$ , e.g. the "set of signals", such as words in a dictionary or retinal images, 
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	64	7	![](_page_63_Diagram_14.jpeg)  arrive at the coarsest possible partition of  $S$  with a single "part" which e
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	66	2	![](_page_65_Diagram_17.jpeg)  Now we turn to graphs and fix terminology, where we assume the reader has a vis
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	68	2	ends of the edge in the case of a loop). A pair of *indistinguishable* points (two directions on an edge) is *
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	69	3	Now, the nature of a general tree is seen by how it accommodates  $H$ -subtrees (along with  $Y$ 's), i.e. in 
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	70	2	comes to (ergo)applications.  A basic notion in the category theory is that of a *commutative diagram*. Firstl
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	72	2	## 2.6 Spaces, Meters and Geometries.  *Products and Coordinates.* The basic examples of (large) spaces are *C
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	73	4	screen. Thus the perception of every  $y$  is represented by a point  $x = x(y)$  in the full perception space
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	74	2	We do not know if there is a canonical "distance meter" in the physical Universe, but our hands gave us the ba
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	76	3	On the contrary, if the (maximal) eigenvalue 1 has multiplicity  $k$ , then the graph (obviously) has  $k$  co
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	77	3	![](_page_76_Figure_10.jpeg)  $f(u, v)$  which equals 1 if there is an edge  $[u, v]$  in the graph and which
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	81	4	(Witnesses to this are systematic "<"  $\leftrightarrow$  ">" typos in mathematical papers. Similarly, it is h
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	83	4	$\times_{ij}$   $$x_i x_j = \sum_{k=1, \dots, d} N_{ijk} x_k,$$  where  $N_{ijk}$ ,  $i, j, k = 1, 2, \dots, d
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	84	5	mythologies may be just fairly tales, but they are more entertaining than the moralistic dogmas of monotheism.
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	86	4	**Prod – Multiplication.** The probability of simultaneous occurrence of several "mutually independent" events
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	88	2	(2) universality of  $(X^\times, g, g')$  for (1): if  $(X_\circ^\times, g'_\circ, g'_\circ)$  satisfy (1) the
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	91	5	be interpreted as a measure of how well you can "predict" which point "event"  $x$  comes up on the basis of  
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	92	3	![](_page_91_Picture_10.jpeg)  The above transformations do not essentially change the “meaning” of the words:
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	93	2	Which buttons has the bug (eye) to press in order to efficiently explore the leaf and learn something about it
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	94	4	erybody's guess is that the eye would employ such moves for comparing similar images, but I have not check if 
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	95	3	(This "finite" gives a wrong idea of *exponentially many* different states of a bug. But it may be not so absu
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	98	5	### 3 Structures in Life.  #### 3.1 Connectivity, Trees and Evolution.  #### 3.2 Trees, Sequences and Mutation
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	106	6	the **n**-tags to other nouns in the language, possibly, with many surprises for a pedantic grammarian.  Self-
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	109	2	*lated* substrings in them, where the boundaries/junctions between consecutive words are characterized by *jum
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	110	6	If this library were "random", most strings, say of length 11-12 would appear only once (since  $32^{12}$  let
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	111	4	the prediction maximization drive by an ergosystem; such approach can be used for segmentation of visual image
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	112	3	![](_page_111_Picture_11.jpeg)  accessible even to a most simple-minded mathematician.  ### 6.1 Self Referenti
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	114	2	Arnie's eyes sparkled with hidden laughter.  I felt curious— What are the words?  – We never say these words a
cognition-a	02	mathematic of mental processes./ergobrain-web-june2013 copy/mathematic of mental processes./ergobrain-web-june2013 copy.md	115	4	– Richard picked them up from an old robot movie – not at all for sissies:  – Two hundred pounds of muscles is
